step,day,tod,zone,attendance,capacity,headliner,weather
96,1,0.7142857142857143,MainStage,9467,8000,1,0.953
96,1,0.7142857142857143,SecondStage,2088,4000,1,0.953
96,1,0.7142857142857143,FoodCourt,1716,2500,1,0.953
96,1,0.7142857142857143,Camping,551,3000,1,0.953
96,1,0.7142857142857143,Entrance,219,1500,1,0.953
97,1,0.7321428571428571,MainStage,8808,8000,1,0.953
97,1,0.7321428571428571,SecondStage,2136,4000,1,0.953
97,1,0.7321428571428571,FoodCourt,1918,2500,1,0.953
97,1,0.7321428571428571,Camping,597,3000,1,0.953
97,1,0.7321428571428571,Entrance,211,1500,1,0.953
98,1,0.75,MainStage,9409,8000,1,0.953
98,1,0.75,SecondStage,1979,4000,1,0.953
98,1,0.75,FoodCourt,1984,2500,1,0.953
98,1,0.75,Camping,557,3000,1,0.953
98,1,0.75,Entrance,211,1500,1,0.953
99,1,0.7678571428571429,MainStage,8284,8000,1,0.953
99,1,0.7678571428571429,SecondStage,1782,4000,1,0.953
99,1,0.7678571428571429,FoodCourt,2089,2500,1,0.953
99,1,0.7678571428571429,Camping,683,3000,1,0.953
99,1,0.7678571428571429,Entrance,207,1500,1,0.953
100,1,0.7857142857142857,MainStage,8509,8000,1,0.953
100,1,0.7857142857142857,SecondStage,1549,4000,1,0.953
100,1,0.7857142857142857,FoodCourt,1944,2500,1,0.953
100,1,0.7857142857142857,Camping,790,3000,1,0.953
100,1,0.7857142857142857,Entrance,219,1500,1,0.953
101,1,0.8035714285714286,MainStage,8943,8000,1,0.953
101,1,0.8035714285714286,SecondStage,1732,4000,1,0.953
101,1,0.8035714285714286,FoodCourt,1864,2500,1,0.953
101,1,0.8035714285714286,Camping,753,3000,1,0.953
101,1,0.8035714285714286,Entrance,216,1500,1,0.953
102,1,0.8214285714285714,MainStage,5057,8000,0,0.953
102,1,0.8214285714285714,SecondStage,2493,4000,0,0.953
102,1,0.8214285714285714,FoodCourt,2058,2500,0,0.953
102,1,0.8214285714285714,Camping,860,3000,0,0.953
102,1,0.8214285714285714,Entrance,207,1500,0,0.953
103,1,0.8392857142857143,MainStage,4795,8000,0,0.953
103,1,0.8392857142857143,SecondStage,2344,4000,0,0.953
103,1,0.8392857142857143,FoodCourt,1908,2500,0,0.953
103,1,0.8392857142857143,Camping,863,3000,0,0.953
103,1,0.8392857142857143,Entrance,229,1500,0,0.953
104,1,0.8571428571428571,MainStage,4047,8000,0,0.953
104,1,0.8571428571428571,SecondStage,2065,4000,0,0.953
104,1,0.8571428571428571,FoodCourt,1923,2500,0,0.953
104,1,0.8571428571428571,Camping,1048,3000,0,0.953
104,1,0.8571428571428571,Entrance,216,1500,0,0.953
105,1,0.875,MainStage,3632,8000,0,0.953
105,1,0.875,SecondStage,1826,4000,0,0.953
105,1,0.875,FoodCourt,1874,2500,0,0.953
105,1,0.875,Camping,1000,3000,0,0.953
105,1,0.875,Entrance,210,1500,0,0.953
106,1,0.8928571428571429,MainStage,3170,8000,0,0.953
106,1,0.8928571428571429,SecondStage,1349,4000,0,0.953
106,1,0.8928571428571429,FoodCourt,1894,2500,0,0.953
106,1,0.8928571428571429,Camping,1090,3000,0,0.953
106,1,0.8928571428571429,Entrance,227,1500,0,0.953
107,1,0.9107142857142857,MainStage,2325,8000,0,0.953
107,1,0.9107142857142857,SecondStage,1198,4000,0,0.953
107,1,0.9107142857142857,FoodCourt,1602,2500,0,0.953
107,1,0.9107142857142857,Camping,1138,3000,0,0.953
107,1,0.9107142857142857,Entrance,217,1500,0,0.953
108,1,0.9285714285714286,MainStage,2198,8000,0,0.953
108,1,0.9285714285714286,SecondStage,1034,4000,0,0.953
108,1,0.9285714285714286,FoodCourt,1641,2500,0,0.953
108,1,0.9285714285714286,Camping,1262,3000,0,0.953
108,1,0.9285714285714286,Entrance,204,1500,0,0.953
109,1,0.9464285714285714,MainStage,1900,8000,0,0.953
109,1,0.9464285714285714,SecondStage,895,4000,0,0.953
109,1,0.9464285714285714,FoodCourt,1582,2500,0,0.953
109,1,0.9464285714285714,Camping,1341,3000,0,0.953
109,1,0.9464285714285714,Entrance,218,1500,0,0.953
110,1,0.9642857142857143,MainStage,1648,8000,0,0.953
110,1,0.9642857142857143,SecondStage,703,4000,0,0.953
110,1,0.9642857142857143,FoodCourt,1425,2500,0,0.953
110,1,0.9642857142857143,Camping,1303,3000,0,0.953
110,1,0.9642857142857143,Entrance,203,1500,0,0.953
111,1,0.9821428571428571,MainStage,1127,8000,0,0.953
111,1,0.9821428571428571,SecondStage,542,4000,0,0.953
111,1,0.9821428571428571,FoodCourt,1338,2500,0,0.953
111,1,0.9821428571428571,Camping,1421,3000,0,0.953
111,1,0.9821428571428571,Entrance,215,1500,0,0.953
112,2,0.0,MainStage,0,8000,0,0.802
112,2,0.0,SecondStage,0,4000,0,0.802
112,2,0.0,FoodCourt,485,2500,0,0.802
112,2,0.0,Camping,1359,3000,0,0.802
112,2,0.0,Entrance,0,1500,0,0.802
113,2,0.017857142857142856,MainStage,0,8000,0,0.802
113,2,0.017857142857142856,SecondStage,0,4000,0,0.802
113,2,0.017857142857142856,FoodCourt,508,2500,0,0.802
113,2,0.017857142857142856,Camping,1263,3000,0,0.802
113,2,0.017857142857142856,Entrance,0,1500,0,0.802
114,2,0.03571428571428571,MainStage,0,8000,0,0.802
114,2,0.03571428571428571,SecondStage,0,4000,0,0.802
114,2,0.03571428571428571,FoodCourt,532,2500,0,0.802
114,2,0.03571428571428571,Camping,1306,3000,0,0.802
114,2,0.03571428571428571,Entrance,0,1500,0,0.802
115,2,0.05357142857142857,MainStage,0,8000,0,0.802
115,2,0.05357142857142857,SecondStage,0,4000,0,0.802
115,2,0.05357142857142857,FoodCourt,494,2500,0,0.802
115,2,0.05357142857142857,Camping,1252,3000,0,0.802
115,2,0.05357142857142857,Entrance,0,1500,0,0.802
116,2,0.07142857142857142,MainStage,1,8000,0,0.802
116,2,0.07142857142857142,SecondStage,0,4000,0,0.802
116,2,0.07142857142857142,FoodCourt,480,2500,0,0.802
116,2,0.07142857142857142,Camping,1338,3000,0,0.802
116,2,0.07142857142857142,Entrance,0,1500,0,0.802
117,2,0.08928571428571429,MainStage,1,8000,0,0.802
117,2,0.08928571428571429,SecondStage,0,4000,0,0.802
117,2,0.08928571428571429,FoodCourt,547,2500,0,0.802
117,2,0.08928571428571429,Camping,1213,3000,0,0.802
117,2,0.08928571428571429,Entrance,0,1500,0,0.802
118,2,0.10714285714285714,MainStage,1,8000,0,0.802
118,2,0.10714285714285714,SecondStage,1,4000,0,0.802
118,2,0.10714285714285714,FoodCourt,521,2500,0,0.802
118,2,0.10714285714285714,Camping,1339,3000,0,0.802
118,2,0.10714285714285714,Entrance,0,1500,0,0.802
119,2,0.125,MainStage,2,8000,0,0.802
119,2,0.125,SecondStage,1,4000,0,0.802
119,2,0.125,FoodCourt,533,2500,0,0.802
119,2,0.125,Camping,1281,3000,0,0.802
119,2,0.125,Entrance,0,1500,0,0.802
120,2,0.14285714285714285,MainStage,4,8000,0,0.802
120,2,0.14285714285714285,SecondStage,2,4000,0,0.802
120,2,0.14285714285714285,FoodCourt,512,2500,0,0.802
120,2,0.14285714285714285,Camping,1211,3000,0,0.802
120,2,0.14285714285714285,Entrance,0,1500,0,0.802
121,2,0.16071428571428573,MainStage,6,8000,0,0.802
121,2,0.16071428571428573,SecondStage,3,4000,0,0.802
121,2,0.16071428571428573,FoodCourt,465,2500,0,0.802
121,2,0.16071428571428573,Camping,1351,3000,0,0.802
121,2,0.16071428571428573,Entrance,0,1500,0,0.802
122,2,0.17857142857142858,MainStage,9,8000,0,0.802
122,2,0.17857142857142858,SecondStage,5,4000,0,0.802
122,2,0.17857142857142858,FoodCourt,507,2500,0,0.802
122,2,0.17857142857142858,Camping,1281,3000,0,0.802
122,2,0.17857142857142858,Entrance,0,1500,0,0.802
123,2,0.19642857142857142,MainStage,14,8000,0,0.802
123,2,0.19642857142857142,SecondStage,7,4000,0,0.802
123,2,0.19642857142857142,FoodCourt,508,2500,0,0.802
123,2,0.19642857142857142,Camping,1280,3000,0,0.802
123,2,0.19642857142857142,Entrance,0,1500,0,0.802
124,2,0.21428571428571427,MainStage,21,8000,0,0.802
124,2,0.21428571428571427,SecondStage,10,4000,0,0.802
124,2,0.21428571428571427,FoodCourt,535,2500,0,0.802
124,2,0.21428571428571427,Camping,1251,3000,0,0.802
124,2,0.21428571428571427,Entrance,0,1500,0,0.802
125,2,0.23214285714285715,MainStage,34,8000,0,0.802
125,2,0.23214285714285715,SecondStage,17,4000,0,0.802
125,2,0.23214285714285715,FoodCourt,491,2500,0,0.802
125,2,0.23214285714285715,Camping,1190,3000,0,0.802
125,2,0.23214285714285715,Entrance,0,1500,0,0.802
126,2,0.25,MainStage,46,8000,0,0.802
126,2,0.25,SecondStage,22,4000,0,0.802
126,2,0.25,FoodCourt,474,2500,0,0.802
126,2,0.25,Camping,1354,3000,0,0.802
126,2,0.25,Entrance,0,1500,0,0.802
127,2,0.26785714285714285,MainStage,63,8000,0,0.802
127,2,0.26785714285714285,SecondStage,33,4000,0,0.802
127,2,0.26785714285714285,FoodCourt,554,2500,0,0.802
127,2,0.26785714285714285,Camping,1324,3000,0,0.802
127,2,0.26785714285714285,Entrance,0,1500,0,0.802
128,2,0.2857142857142857,MainStage,96,8000,0,0.802
128,2,0.2857142857142857,SecondStage,47,4000,0,0.802
128,2,0.2857142857142857,FoodCourt,459,2500,0,0.802
128,2,0.2857142857142857,Camping,1319,3000,0,0.802
128,2,0.2857142857142857,Entrance,0,1500,0,0.802
129,2,0.30357142857142855,MainStage,148,8000,0,0.802
129,2,0.30357142857142855,SecondStage,63,4000,0,0.802
129,2,0.30357142857142855,FoodCourt,546,2500,0,0.802
129,2,0.30357142857142855,Camping,1231,3000,0,0.802
129,2,0.30357142857142855,Entrance,0,1500,0,0.802
130,2,0.32142857142857145,MainStage,190,8000,0,0.802
130,2,0.32142857142857145,SecondStage,85,4000,0,0.802
130,2,0.32142857142857145,FoodCourt,510,2500,0,0.802
130,2,0.32142857142857145,Camping,1374,3000,0,0.802
130,2,0.32142857142857145,Entrance,0,1500,0,0.802
131,2,0.3392857142857143,MainStage,234,8000,0,0.802
131,2,0.3392857142857143,SecondStage,121,4000,0,0.802
131,2,0.3392857142857143,FoodCourt,485,2500,0,0.802
131,2,0.3392857142857143,Camping,1263,3000,0,0.802
131,2,0.3392857142857143,Entrance,0,1500,0,0.802
132,2,0.35714285714285715,MainStage,314,8000,0,0.802
132,2,0.35714285714285715,SecondStage,149,4000,0,0.802
132,2,0.35714285714285715,FoodCourt,523,2500,0,0.802
132,2,0.35714285714285715,Camping,1239,3000,0,0.802
132,2,0.35714285714285715,Entrance,0,1500,0,0.802
133,2,0.375,MainStage,472,8000,0,0.802
133,2,0.375,SecondStage,218,4000,0,0.802
133,2,0.375,FoodCourt,497,2500,0,0.802
133,2,0.375,Camping,1174,3000,0,0.802
133,2,0.375,Entrance,0,1500,0,0.802
134,2,0.39285714285714285,MainStage,603,8000,0,0.802
134,2,0.39285714285714285,SecondStage,313,4000,0,0.802
134,2,0.39285714285714285,FoodCourt,532,2500,0,0.802
134,2,0.39285714285714285,Camping,1260,3000,0,0.802
134,2,0.39285714285714285,Entrance,0,1500,0,0.802
135,2,0.4107142857142857,MainStage,794,8000,0,0.802
135,2,0.4107142857142857,SecondStage,371,4000,0,0.802
135,2,0.4107142857142857,FoodCourt,562,2500,0,0.802
135,2,0.4107142857142857,Camping,1180,3000,0,0.802
135,2,0.4107142857142857,Entrance,0,1500,0,0.802
136,2,0.42857142857142855,MainStage,943,8000,0,0.802
136,2,0.42857142857142855,SecondStage,474,4000,0,0.802
136,2,0.42857142857142855,FoodCourt,581,2500,0,0.802
136,2,0.42857142857142855,Camping,1155,3000,0,0.802
136,2,0.42857142857142855,Entrance,1,1500,0,0.802
137,2,0.44642857142857145,MainStage,1225,8000,0,0.802
137,2,0.44642857142857145,SecondStage,562,4000,0,0.802
137,2,0.44642857142857145,FoodCourt,581,2500,0,0.802
137,2,0.44642857142857145,Camping,1018,3000,0,0.802
137,2,0.44642857142857145,Entrance,1,1500,0,0.802
138,2,0.4642857142857143,MainStage,1425,8000,0,0.802
138,2,0.4642857142857143,SecondStage,619,4000,0,0.802
138,2,0.4642857142857143,FoodCourt,545,2500,0,0.802
138,2,0.4642857142857143,Camping,1056,3000,0,0.802
138,2,0.4642857142857143,Entrance,2,1500,0,0.802
139,2,0.48214285714285715,MainStage,1898,8000,0,0.802
139,2,0.48214285714285715,SecondStage,839,4000,0,0.802
139,2,0.48214285714285715,FoodCourt,565,2500,0,0.802
139,2,0.48214285714285715,Camping,1057,3000,0,0.802
139,2,0.48214285714285715,Entrance,3,1500,0,0.802
140,2,0.5,MainStage,2043,8000,0,0.802
140,2,0.5,SecondStage,968,4000,0,0.802
140,2,0.5,FoodCourt,642,2500,0,0.802
140,2,0.5,Camping,998,3000,0,0.802
140,2,0.5,Entrance,186,1500,0,0.802
141,2,0.5178571428571429,MainStage,2527,8000,0,0.802
141,2,0.5178571428571429,SecondStage,1236,4000,0,0.802
141,2,0.5178571428571429,FoodCourt,626,2500,0,0.802
141,2,0.5178571428571429,Camping,953,3000,0,0.802
141,2,0.5178571428571429,Entrance,178,1500,0,0.802
142,2,0.5357142857142857,MainStage,2755,8000,0,0.802
142,2,0.5357142857142857,SecondStage,1277,4000,0,0.802
142,2,0.5357142857142857,FoodCourt,726,2500,0,0.802
142,2,0.5357142857142857,Camping,879,3000,0,0.802
142,2,0.5357142857142857,Entrance,171,1500,0,0.802
143,2,0.5535714285714286,MainStage,3336,8000,0,0.802
143,2,0.5535714285714286,SecondStage,1672,4000,0,0.802
143,2,0.5535714285714286,FoodCourt,666,2500,0,0.802
143,2,0.5535714285714286,Camping,771,3000,0,0.802
143,2,0.5535714285714286,Entrance,172,1500,0,0.802
144,2,0.5714285714285714,MainStage,4052,8000,0,0.802
144,2,0.5714285714285714,SecondStage,1808,4000,0,0.802
144,2,0.5714285714285714,FoodCourt,841,2500,0,0.802
144,2,0.5714285714285714,Camping,728,3000,0,0.802
144,2,0.5714285714285714,Entrance,170,1500,0,0.802
145,2,0.5892857142857143,MainStage,4285,8000,0,0.802
145,2,0.5892857142857143,SecondStage,1985,4000,0,0.802
145,2,0.5892857142857143,FoodCourt,900,2500,0,0.802
145,2,0.5892857142857143,Camping,705,3000,0,0.802
145,2,0.5892857142857143,Entrance,183,1500,0,0.802
146,2,0.6071428571428571,MainStage,4621,8000,0,0.802
146,2,0.6071428571428571,SecondStage,2249,4000,0,0.802
146,2,0.6071428571428571,FoodCourt,987,2500,0,0.802
146,2,0.6071428571428571,Camping,601,3000,0,0.802
146,2,0.6071428571428571,Entrance,160,1500,0,0.802
147,2,0.625,MainStage,5188,8000,0,0.802
147,2,0.625,SecondStage,2472,4000,0,0.802
147,2,0.625,FoodCourt,975,2500,0,0.802
147,2,0.625,Camping,546,3000,0,0.802
147,2,0.625,Entrance,181,1500,0,0.802
148,2,0.6428571428571429,MainStage,5492,8000,0,0.802
148,2,0.6428571428571429,SecondStage,2701,4000,0,0.802
148,2,0.6428571428571429,FoodCourt,1141,2500,0,0.802
148,2,0.6428571428571429,Camping,547,3000,0,0.802
148,2,0.6428571428571429,Entrance,172,1500,0,0.802
149,2,0.6607142857142857,MainStage,5495,8000,0,0.802
149,2,0.6607142857142857,SecondStage,2555,4000,0,0.802
149,2,0.6607142857142857,FoodCourt,1139,2500,0,0.802
149,2,0.6607142857142857,Camping,575,3000,0,0.802
149,2,0.6607142857142857,Entrance,196,1500,0,0.802
150,2,0.6785714285714286,MainStage,9723,8000,1,0.802
150,2,0.6785714285714286,SecondStage,1651,4000,1,0.802
150,2,0.6785714285714286,FoodCourt,1343,2500,1,0.802
150,2,0.6785714285714286,Camping,513,3000,1,0.802
150,2,0.6785714285714286,Entrance,184,1500,1,0.802
151,2,0.6964285714285714,MainStage,9775,8000,1,0.802
151,2,0.6964285714285714,SecondStage,1815,4000,1,0.802
151,2,0.6964285714285714,FoodCourt,1425,2500,1,0.802
151,2,0.6964285714285714,Camping,499,3000,1,0.802
151,2,0.6964285714285714,Entrance,183,1500,1,0.802
152,2,0.7142857142857143,MainStage,8380,8000,1,0.802
152,2,0.7142857142857143,SecondStage,1769,4000,1,0.802
152,2,0.7142857142857143,FoodCourt,1416,2500,1,0.802
152,2,0.7142857142857143,Camping,451,3000,1,0.802
152,2,0.7142857142857143,Entrance,196,1500,1,0.802
153,2,0.7321428571428571,MainStage,9995,8000,1,0.802
153,2,0.7321428571428571,SecondStage,1857,4000,1,0.802
153,2,0.7321428571428571,FoodCourt,1550,2500,1,0.802
153,2,0.7321428571428571,Camping,526,3000,1,0.802
153,2,0.7321428571428571,Entrance,180,1500,1,0.802
154,2,0.75,MainStage,9293,8000,1,0.802
154,2,0.75,SecondStage,1598,4000,1,0.802
154,2,0.75,FoodCourt,1626,2500,1,0.802
154,2,0.75,Camping,517,3000,1,0.802
154,2,0.75,Entrance,169,1500,1,0.802
155,2,0.7678571428571429,MainStage,8814,8000,1,0.802
155,2,0.7678571428571429,SecondStage,1614,4000,1,0.802
155,2,0.7678571428571429,FoodCourt,1793,2500,1,0.802
155,2,0.7678571428571429,Camping,574,3000,1,0.802
155,2,0.7678571428571429,Entrance,180,1500,1,0.802
156,2,0.7857142857142857,MainStage,5069,8000,0,0.802
156,2,0.7857142857142857,SecondStage,2370,4000,0,0.802
156,2,0.7857142857142857,FoodCourt,1664,2500,0,0.802
156,2,0.7857142857142857,Camping,561,3000,0,0.802
156,2,0.7857142857142857,Entrance,179,1500,0,0.802
157,2,0.8035714285714286,MainStage,4485,8000,0,0.802
157,2,0.8035714285714286,SecondStage,2063,4000,0,0.802
157,2,0.8035714285714286,FoodCourt,1744,2500,0,0.802
157,2,0.8035714285714286,Camping,656,3000,0,0.802
157,2,0.8035714285714286,Entrance,164,1500,0,0.802
158,2,0.8214285714285714,MainStage,4246,8000,0,0.802
158,2,0.8214285714285714,SecondStage,2118,4000,0,0.802
158,2,0.8214285714285714,FoodCourt,1792,2500,0,0.802
158,2,0.8214285714285714,Camping,736,3000,0,0.802
158,2,0.8214285714285714,Entrance,181,1500,0,0.802
159,2,0.8392857142857143,MainStage,3697,8000,0,0.802
159,2,0.8392857142857143,SecondStage,1724,4000,0,0.802
159,2,0.8392857142857143,FoodCourt,1715,2500,0,0.802
159,2,0.8392857142857143,Camping,774,3000,0,0.802
159,2,0.8392857142857143,Entrance,192,1500,0,0.802
160,2,0.8571428571428571,MainStage,3626,8000,0,0.802
160,2,0.8571428571428571,SecondStage,1612,4000,0,0.802
160,2,0.8571428571428571,FoodCourt,1551,2500,0,0.802
160,2,0.8571428571428571,Camping,808,3000,0,0.802
160,2,0.8571428571428571,Entrance,182,1500,0,0.802
161,2,0.875,MainStage,2985,8000,0,0.802
161,2,0.875,SecondStage,1383,4000,0,0.802
161,2,0.875,FoodCourt,1626,2500,0,0.802
161,2,0.875,Camping,861,3000,0,0.802
161,2,0.875,Entrance,175,1500,0,0.802
162,2,0.8928571428571429,MainStage,2648,8000,0,0.802
162,2,0.8928571428571429,SecondStage,1207,4000,0,0.802
162,2,0.8928571428571429,FoodCourt,1563,2500,0,0.802
162,2,0.8928571428571429,Camping,955,3000,0,0.802
162,2,0.8928571428571429,Entrance,170,1500,0,0.802
163,2,0.9107142857142857,MainStage,2168,8000,0,0.802
163,2,0.9107142857142857,SecondStage,1125,4000,0,0.802
163,2,0.9107142857142857,FoodCourt,1386,2500,0,0.802
163,2,0.9107142857142857,Camping,893,3000,0,0.802
163,2,0.9107142857142857,Entrance,164,1500,0,0.802
164,2,0.9285714285714286,MainStage,1868,8000,0,0.802
164,2,0.9285714285714286,SecondStage,882,4000,0,0.802
164,2,0.9285714285714286,FoodCourt,1383,2500,0,0.802
164,2,0.9285714285714286,Camping,1114,3000,0,0.802
164,2,0.9285714285714286,Entrance,156,1500,0,0.802
165,2,0.9464285714285714,MainStage,1574,8000,0,0.802
165,2,0.9464285714285714,SecondStage,786,4000,0,0.802
165,2,0.9464285714285714,FoodCourt,1232,2500,0,0.802
165,2,0.9464285714285714,Camping,1077,3000,0,0.802
165,2,0.9464285714285714,Entrance,174,1500,0,0.802
166,2,0.9642857142857143,MainStage,1202,8000,0,0.802
166,2,0.9642857142857143,SecondStage,584,4000,0,0.802
166,2,0.9642857142857143,FoodCourt,1304,2500,0,0.802
166,2,0.9642857142857143,Camping,1244,3000,0,0.802
166,2,0.9642857142857143,Entrance,177,1500,0,0.802
167,2,0.9821428571428571,MainStage,1107,8000,0,0.802
167,2,0.9821428571428571,SecondStage,478,4000,0,0.802
167,2,0.9821428571428571,FoodCourt,1228,2500,0,0.802
167,2,0.9821428571428571,Camping,1170,3000,0,0.802
167,2,0.9821428571428571,Entrance,182,1500,0,0.802
